imdb,saki,des1,des2,label,d1,d2,d3,d4
title_akas-region,actor-last_update,contains the following common information for titles.;the region for this version of the title.,the actor table lists information for all actors.;when the row was created or most recently updated.,0,contains the following common information for titles.,the region for this version of the title.,the actor table lists information for all actors.,when the row was created or most recently updated.
title_akas-region,address-address_id,contains the following common information for titles.;the region for this version of the title.,"the address table contains address information for customers, staff, and stores.;a surrogate primary key used to uniquely identify each address in the table.",0,contains the following common information for titles.,the region for this version of the title.,"the address table contains address information for customers, staff, and stores.",a surrogate primary key used to uniquely identify each address in the table.
title_akas-region,address-address,contains the following common information for titles.;the region for this version of the title.,"the address table contains address information for customers, staff, and stores.;the first line of an address",0,contains the following common information for titles.,the region for this version of the title.,"the address table contains address information for customers, staff, and stores.",the first line of an address
title_akas-region,address-address2,contains the following common information for titles.;the region for this version of the title.,"the address table contains address information for customers, staff, and stores.;an optional second line of an address.",0,contains the following common information for titles.,the region for this version of the title.,"the address table contains address information for customers, staff, and stores.",an optional second line of an address.
title_akas-region,address-district,contains the following common information for titles.;the region for this version of the title.,"the address table contains address information for customers, staff, and stores.;the region of an address, this may be a state, province, prefecture, etc.",0,contains the following common information for titles.,the region for this version of the title.,"the address table contains address information for customers, staff, and stores.","the region of an address, this may be a state, province, prefecture, etc."
title_akas-region,address-city_id,contains the following common information for titles.;the region for this version of the title.,"the address table contains address information for customers, staff, and stores.;a foreign key pointing to the city table.",0,contains the following common information for titles.,the region for this version of the title.,"the address table contains address information for customers, staff, and stores.",a foreign key pointing to the city table.
title_akas-region,address-postal_code,contains the following common information for titles.;the region for this version of the title.,"the address table contains address information for customers, staff, and stores.;the postal code or zip code of the address (where applicable).",0,contains the following common information for titles.,the region for this version of the title.,"the address table contains address information for customers, staff, and stores.",the postal code or zip code of the address (where applicable).
title_akas-region,address-phone,contains the following common information for titles.;the region for this version of the title.,"the address table contains address information for customers, staff, and stores.;the telephone number for the address.",0,contains the following common information for titles.,the region for this version of the title.,"the address table contains address information for customers, staff, and stores.",the telephone number for the address.
title_akas-region,address-last_update,contains the following common information for titles.;the region for this version of the title.,"the address table contains address information for customers, staff, and stores.;when the row was created or most recently updated.",0,contains the following common information for titles.,the region for this version of the title.,"the address table contains address information for customers, staff, and stores.",when the row was created or most recently updated.
title_akas-region,address-location,contains the following common information for titles.;the region for this version of the title.,"the address table contains address information for customers, staff, and stores.;a geometry column with a spatial index on it.",0,contains the following common information for titles.,the region for this version of the title.,"the address table contains address information for customers, staff, and stores.",a geometry column with a spatial index on it.
title_akas-region,category-category_id,contains the following common information for titles.;the region for this version of the title.,the category table lists the categories that can be assigned to a film.;a surrogate primary key used to uniquely identify each category in the table.,0,contains the following common information for titles.,the region for this version of the title.,the category table lists the categories that can be assigned to a film.,a surrogate primary key used to uniquely identify each category in the table.
title_akas-region,category-name,contains the following common information for titles.;the region for this version of the title.,the category table lists the categories that can be assigned to a film.;the name of the category.,0,contains the following common information for titles.,the region for this version of the title.,the category table lists the categories that can be assigned to a film.,the name of the category.
title_akas-region,category-last_update,contains the following common information for titles.;the region for this version of the title.,the category table lists the categories that can be assigned to a film.;when the row was created or most recently updated.,0,contains the following common information for titles.,the region for this version of the title.,the category table lists the categories that can be assigned to a film.,when the row was created or most recently updated.
title_akas-region,city-city_id,contains the following common information for titles.;the region for this version of the title.,the city table contains a list of cities.;a surrogate primary key used to uniquely identify each city in the table.,0,contains the following common information for titles.,the region for this version of the title.,the city table contains a list of cities.,a surrogate primary key used to uniquely identify each city in the table.
title_akas-region,city-city,contains the following common information for titles.;the region for this version of the title.,the city table contains a list of cities.;the name of the city.,0,contains the following common information for titles.,the region for this version of the title.,the city table contains a list of cities.,the name of the city.
title_akas-region,city-country_id,contains the following common information for titles.;the region for this version of the title.,the city table contains a list of cities.;a foreign key identifying the country that the city belongs to.,0,contains the following common information for titles.,the region for this version of the title.,the city table contains a list of cities.,a foreign key identifying the country that the city belongs to.
title_akas-region,city-last_update,contains the following common information for titles.;the region for this version of the title.,the city table contains a list of cities.;when the row was created or most recently updated.,0,contains the following common information for titles.,the region for this version of the title.,the city table contains a list of cities.,when the row was created or most recently updated.
title_akas-region,county-country_id,contains the following common information for titles.;the region for this version of the title.,the country table contains a list of countries.;a surrogate primary key used to uniquely identify each country in the table.,0,contains the following common information for titles.,the region for this version of the title.,the country table contains a list of countries.,a surrogate primary key used to uniquely identify each country in the table.
title_akas-region,county-country_id,contains the following common information for titles.;the region for this version of the title.,the country table contains a list of countries.;the name of the country.,0,contains the following common information for titles.,the region for this version of the title.,the country table contains a list of countries.,the name of the country.
title_akas-region,county-last_update,contains the following common information for titles.;the region for this version of the title.,the country table contains a list of countries.;when the row was created or most recently updated.,0,contains the following common information for titles.,the region for this version of the title.,the country table contains a list of countries.,when the row was created or most recently updated.
title_akas-region,customer-customer_id,contains the following common information for titles.;the region for this version of the title.,the customer table contains a list of all customers.;a surrogate primary key used to uniquely identify each customer in the table.,0,contains the following common information for titles.,the region for this version of the title.,the customer table contains a list of all customers.,a surrogate primary key used to uniquely identify each customer in the table.
title_akas-region,customer-store_id,contains the following common information for titles.;the region for this version of the title.,"the customer table contains a list of all customers.;a foreign key identifying the customer “home store.” customers are not limited to renting only from this store, but this is the store at which they generally shop.",0,contains the following common information for titles.,the region for this version of the title.,the customer table contains a list of all customers.,"a foreign key identifying the customer “home store.” customers are not limited to renting only from this store, but this is the store at which they generally shop."
title_akas-region,customer-first_name,contains the following common information for titles.;the region for this version of the title.,the customer table contains a list of all customers.;the customer first name.,0,contains the following common information for titles.,the region for this version of the title.,the customer table contains a list of all customers.,the customer first name.
title_akas-region,customer-last_name,contains the following common information for titles.;the region for this version of the title.,the customer table contains a list of all customers.;the customer last name.,0,contains the following common information for titles.,the region for this version of the title.,the customer table contains a list of all customers.,the customer last name.
title_akas-region,customer-email,contains the following common information for titles.;the region for this version of the title.,the customer table contains a list of all customers.;the customer email address.,0,contains the following common information for titles.,the region for this version of the title.,the customer table contains a list of all customers.,the customer email address.
title_akas-region,customer-address_id,contains the following common information for titles.;the region for this version of the title.,the customer table contains a list of all customers.;a foreign key identifying the customer address in the address table.,0,contains the following common information for titles.,the region for this version of the title.,the customer table contains a list of all customers.,a foreign key identifying the customer address in the address table.
title_akas-region,customer-active,contains the following common information for titles.;the region for this version of the title.,the customer table contains a list of all customers.;indicates whether the customer is an active customer. setting this to false serves as an alternative to deleting a customer outright.,0,contains the following common information for titles.,the region for this version of the title.,the customer table contains a list of all customers.,indicates whether the customer is an active customer. setting this to false serves as an alternative to deleting a customer outright.
title_akas-region,customer-create_date,contains the following common information for titles.;the region for this version of the title.,the customer table contains a list of all customers.;the date the customer was added to the system. this date is automatically set using a trigger during an insert.,0,contains the following common information for titles.,the region for this version of the title.,the customer table contains a list of all customers.,the date the customer was added to the system. this date is automatically set using a trigger during an insert.
title_akas-region,customer-last_update,contains the following common information for titles.;the region for this version of the title.,the customer table contains a list of all customers.;when the row was created or most recently updated.,0,contains the following common information for titles.,the region for this version of the title.,the customer table contains a list of all customers.,when the row was created or most recently updated.
title_akas-region,film-film_id,contains the following common information for titles.;the region for this version of the title.,the film table is a list of all films potentially in stock in the stores. the actual in-stock copies of each film are represented in the inventory table.;a surrogate primary key used to uniquely identify each film in the table.,0,contains the following common information for titles.,the region for this version of the title.,the film table is a list of all films potentially in stock in the stores. the actual in-stock copies of each film are represented in the inventory table.,a surrogate primary key used to uniquely identify each film in the table.
title_akas-region,film-title,contains the following common information for titles.;the region for this version of the title.,the film table is a list of all films potentially in stock in the stores. the actual in-stock copies of each film are represented in the inventory table.;the title of the film.,0,contains the following common information for titles.,the region for this version of the title.,the film table is a list of all films potentially in stock in the stores. the actual in-stock copies of each film are represented in the inventory table.,the title of the film.
title_akas-region,film-description,contains the following common information for titles.;the region for this version of the title.,the film table is a list of all films potentially in stock in the stores. the actual in-stock copies of each film are represented in the inventory table.;a short description or plot summary of the film.,0,contains the following common information for titles.,the region for this version of the title.,the film table is a list of all films potentially in stock in the stores. the actual in-stock copies of each film are represented in the inventory table.,a short description or plot summary of the film.
title_akas-region,film-release_year,contains the following common information for titles.;the region for this version of the title.,the film table is a list of all films potentially in stock in the stores. the actual in-stock copies of each film are represented in the inventory table.;the year in which the movie was released.,0,contains the following common information for titles.,the region for this version of the title.,the film table is a list of all films potentially in stock in the stores. the actual in-stock copies of each film are represented in the inventory table.,the year in which the movie was released.
title_akas-region,film-language_id,contains the following common information for titles.;the region for this version of the title.,the film table is a list of all films potentially in stock in the stores. the actual in-stock copies of each film are represented in the inventory table.;a foreign key pointing at the language table; identifies the language of the film.,0,contains the following common information for titles.,the region for this version of the title.,the film table is a list of all films potentially in stock in the stores. the actual in-stock copies of each film are represented in the inventory table.,a foreign key pointing at the language table
title_akas-region,film-original_language_id,contains the following common information for titles.;the region for this version of the title.,the film table is a list of all films potentially in stock in the stores. the actual in-stock copies of each film are represented in the inventory table.;a foreign key pointing at the language table; identifies the original language of the film. used when a film has been dubbed into a new language.,1,contains the following common information for titles.,the region for this version of the title.,the film table is a list of all films potentially in stock in the stores. the actual in-stock copies of each film are represented in the inventory table.,a foreign key pointing at the language table
title_akas-region,film-rental_duration,contains the following common information for titles.;the region for this version of the title.,"the film table is a list of all films potentially in stock in the stores. the actual in-stock copies of each film are represented in the inventory table.;the length of the rental period, in days.",0,contains the following common information for titles.,the region for this version of the title.,the film table is a list of all films potentially in stock in the stores. the actual in-stock copies of each film are represented in the inventory table.,"the length of the rental period, in days."
title_akas-region,film-rental_rate,contains the following common information for titles.;the region for this version of the title.,the film table is a list of all films potentially in stock in the stores. the actual in-stock copies of each film are represented in the inventory table.;the cost to rent the film for the period specified in the rental_duration column.,0,contains the following common information for titles.,the region for this version of the title.,the film table is a list of all films potentially in stock in the stores. the actual in-stock copies of each film are represented in the inventory table.,the cost to rent the film for the period specified in the rental_duration column.
title_akas-region,film-length,contains the following common information for titles.;the region for this version of the title.,"the film table is a list of all films potentially in stock in the stores. the actual in-stock copies of each film are represented in the inventory table.;the duration of the film, in minutes.",0,contains the following common information for titles.,the region for this version of the title.,the film table is a list of all films potentially in stock in the stores. the actual in-stock copies of each film are represented in the inventory table.,"the duration of the film, in minutes."
title_akas-region,film-replacement_cost,contains the following common information for titles.;the region for this version of the title.,the film table is a list of all films potentially in stock in the stores. the actual in-stock copies of each film are represented in the inventory table.;the amount charged to the customer if the film is not returned or is returned in a damaged state.,0,contains the following common information for titles.,the region for this version of the title.,the film table is a list of all films potentially in stock in the stores. the actual in-stock copies of each film are represented in the inventory table.,the amount charged to the customer if the film is not returned or is returned in a damaged state.
title_akas-region,film-rating,contains the following common information for titles.;the region for this version of the title.,"the film table is a list of all films potentially in stock in the stores. the actual in-stock copies of each film are represented in the inventory table.;the rating assigned to the film. can be one of: g, pg, pg-13, r, or nc-17.",0,contains the following common information for titles.,the region for this version of the title.,the film table is a list of all films potentially in stock in the stores. the actual in-stock copies of each film are represented in the inventory table.,"the rating assigned to the film. can be one of: g, pg, pg-13, r, or nc-17."
title_akas-region,film-special_features,contains the following common information for titles.;the region for this version of the title.,"the film table is a list of all films potentially in stock in the stores. the actual in-stock copies of each film are represented in the inventory table.;lists which common special features are included on the dvd. can be zero or more of: trailers, commentaries, deleted scenes, behind the scenes.",0,contains the following common information for titles.,the region for this version of the title.,the film table is a list of all films potentially in stock in the stores. the actual in-stock copies of each film are represented in the inventory table.,"lists which common special features are included on the dvd. can be zero or more of: trailers, commentaries, deleted scenes, behind the scenes."
title_akas-region,film-last_update,contains the following common information for titles.;the region for this version of the title.,the film table is a list of all films potentially in stock in the stores. the actual in-stock copies of each film are represented in the inventory table.;when the row was created or most recently updated.,0,contains the following common information for titles.,the region for this version of the title.,the film table is a list of all films potentially in stock in the stores. the actual in-stock copies of each film are represented in the inventory table.,when the row was created or most recently updated.
title_akas-region,film_actor-actor_id,contains the following common information for titles.;the region for this version of the title.,the film_actor table is used to support a many-to-many relationship between films and actors.;a foreign key identifying the actor.,0,contains the following common information for titles.,the region for this version of the title.,the film_actor table is used to support a many-to-many relationship between films and actors.,a foreign key identifying the actor.
title_akas-region,film_actor-film_id,contains the following common information for titles.;the region for this version of the title.,the film_actor table is used to support a many-to-many relationship between films and actors.;a foreign key identifying the film.,0,contains the following common information for titles.,the region for this version of the title.,the film_actor table is used to support a many-to-many relationship between films and actors.,a foreign key identifying the film.
title_akas-region,film_actor-last_update,contains the following common information for titles.;the region for this version of the title.,the film_actor table is used to support a many-to-many relationship between films and actors.;when the row was created or most recently updated.,0,contains the following common information for titles.,the region for this version of the title.,the film_actor table is used to support a many-to-many relationship between films and actors.,when the row was created or most recently updated.
title_akas-region,film_category-film_id,contains the following common information for titles.;the region for this version of the title.,"the film_category table is used to support a many-to-many relationship between films and categories. for each category applied to a film, there will be one row in the film_category table listing the category and film.;a foreign key identifying the film.",0,contains the following common information for titles.,the region for this version of the title.,"the film_category table is used to support a many-to-many relationship between films and categories. for each category applied to a film, there will be one row in the film_category table listing the category and film.",a foreign key identifying the film.
title_akas-region,film_category-category_id,contains the following common information for titles.;the region for this version of the title.,"the film_category table is used to support a many-to-many relationship between films and categories. for each category applied to a film, there will be one row in the film_category table listing the category and film.;a foreign key identifying the category.",0,contains the following common information for titles.,the region for this version of the title.,"the film_category table is used to support a many-to-many relationship between films and categories. for each category applied to a film, there will be one row in the film_category table listing the category and film.",a foreign key identifying the category.
title_akas-region,film_category-last_update,contains the following common information for titles.;the region for this version of the title.,"the film_category table is used to support a many-to-many relationship between films and categories. for each category applied to a film, there will be one row in the film_category table listing the category and film.;when the row was created or most recently updated.",0,contains the following common information for titles.,the region for this version of the title.,"the film_category table is used to support a many-to-many relationship between films and categories. for each category applied to a film, there will be one row in the film_category table listing the category and film.",when the row was created or most recently updated.
title_akas-region,film_text-film_id,contains the following common information for titles.;the region for this version of the title.,"the film_text table contains the film_id, title and description columns of the film table, with the contents of the table kept in synchrony with the film table by means of triggers. on film table insert, update and delete operations;a surrogate primary key used to uniquely identify each film in the table.",0,contains the following common information for titles.,the region for this version of the title.,"the film_text table contains the film_id, title and description columns of the film table, with the contents of the table kept in synchrony with the film table by means of triggers. on film table insert, update and delete operations",a surrogate primary key used to uniquely identify each film in the table.
title_akas-region,film_text-title,contains the following common information for titles.;the region for this version of the title.,"the film_text table contains the film_id, title and description columns of the film table, with the contents of the table kept in synchrony with the film table by means of triggers. on film table insert, update and delete operations;the title of the film.",0,contains the following common information for titles.,the region for this version of the title.,"the film_text table contains the film_id, title and description columns of the film table, with the contents of the table kept in synchrony with the film table by means of triggers. on film table insert, update and delete operations",the title of the film.
title_akas-region,film_text-description,contains the following common information for titles.;the region for this version of the title.,"the film_text table contains the film_id, title and description columns of the film table, with the contents of the table kept in synchrony with the film table by means of triggers. on film table insert, update and delete operations;a short description or plot summary of the film.",0,contains the following common information for titles.,the region for this version of the title.,"the film_text table contains the film_id, title and description columns of the film table, with the contents of the table kept in synchrony with the film table by means of triggers. on film table insert, update and delete operations",a short description or plot summary of the film.
title_akas-region,inventory-inventory_id,contains the following common information for titles.;the region for this version of the title.,the inventory table contains one row for each copy of a given film in a given store.;a surrogate primary key used to uniquely identify each item in inventory.,0,contains the following common information for titles.,the region for this version of the title.,the inventory table contains one row for each copy of a given film in a given store.,a surrogate primary key used to uniquely identify each item in inventory.
title_akas-region,inventory-film_id,contains the following common information for titles.;the region for this version of the title.,the inventory table contains one row for each copy of a given film in a given store.;a foreign key pointing to the film this item represents.,0,contains the following common information for titles.,the region for this version of the title.,the inventory table contains one row for each copy of a given film in a given store.,a foreign key pointing to the film this item represents.
title_akas-region,inventory-store_id,contains the following common information for titles.;the region for this version of the title.,the inventory table contains one row for each copy of a given film in a given store.;a foreign key pointing to the store stocking this item.,0,contains the following common information for titles.,the region for this version of the title.,the inventory table contains one row for each copy of a given film in a given store.,a foreign key pointing to the store stocking this item.
title_akas-region,inventory-last_update,contains the following common information for titles.;the region for this version of the title.,the inventory table contains one row for each copy of a given film in a given store.;when the row was created or most recently updated.,0,contains the following common information for titles.,the region for this version of the title.,the inventory table contains one row for each copy of a given film in a given store.,when the row was created or most recently updated.
title_akas-region,language-language_id,contains the following common information for titles.;the region for this version of the title.,the language table is a lookup table listing the possible languages that films can have for their language and original language values.;a surrogate primary key used to uniquely identify each language.,0,contains the following common information for titles.,the region for this version of the title.,the language table is a lookup table listing the possible languages that films can have for their language and original language values.,a surrogate primary key used to uniquely identify each language.
title_akas-region,language-name,contains the following common information for titles.;the region for this version of the title.,the language table is a lookup table listing the possible languages that films can have for their language and original language values.;the english name of the language.,0,contains the following common information for titles.,the region for this version of the title.,the language table is a lookup table listing the possible languages that films can have for their language and original language values.,the english name of the language.
title_akas-region,language-last_update,contains the following common information for titles.;the region for this version of the title.,the language table is a lookup table listing the possible languages that films can have for their language and original language values.;when the row was created or most recently updated.,0,contains the following common information for titles.,the region for this version of the title.,the language table is a lookup table listing the possible languages that films can have for their language and original language values.,when the row was created or most recently updated.
title_akas-language,actor-actor_id,contains the following common information for titles.;the language of the title.,the actor table lists information for all actors.;a surrogate primary key used to uniquely identify each actor in the table.,0,contains the following common information for titles.,the language of the title.,the actor table lists information for all actors.,a surrogate primary key used to uniquely identify each actor in the table.
title_akas-language,actor-first_name,contains the following common information for titles.;the language of the title.,the actor table lists information for all actors.;the actor first name.,0,contains the following common information for titles.,the language of the title.,the actor table lists information for all actors.,the actor first name.
title_akas-language,actor-last_name,contains the following common information for titles.;the language of the title.,the actor table lists information for all actors.;the actor last name.,0,contains the following common information for titles.,the language of the title.,the actor table lists information for all actors.,the actor last name.
title_akas-language,actor-last_update,contains the following common information for titles.;the language of the title.,the actor table lists information for all actors.;when the row was created or most recently updated.,0,contains the following common information for titles.,the language of the title.,the actor table lists information for all actors.,when the row was created or most recently updated.
title_akas-language,address-address_id,contains the following common information for titles.;the language of the title.,"the address table contains address information for customers, staff, and stores.;a surrogate primary key used to uniquely identify each address in the table.",0,contains the following common information for titles.,the language of the title.,"the address table contains address information for customers, staff, and stores.",a surrogate primary key used to uniquely identify each address in the table.
title_akas-language,address-address,contains the following common information for titles.;the language of the title.,"the address table contains address information for customers, staff, and stores.;the first line of an address",0,contains the following common information for titles.,the language of the title.,"the address table contains address information for customers, staff, and stores.",the first line of an address
title_akas-language,address-address2,contains the following common information for titles.;the language of the title.,"the address table contains address information for customers, staff, and stores.;an optional second line of an address.",0,contains the following common information for titles.,the language of the title.,"the address table contains address information for customers, staff, and stores.",an optional second line of an address.
title_akas-language,address-district,contains the following common information for titles.;the language of the title.,"the address table contains address information for customers, staff, and stores.;the region of an address, this may be a state, province, prefecture, etc.",0,contains the following common information for titles.,the language of the title.,"the address table contains address information for customers, staff, and stores.","the region of an address, this may be a state, province, prefecture, etc."
title_akas-language,address-city_id,contains the following common information for titles.;the language of the title.,"the address table contains address information for customers, staff, and stores.;a foreign key pointing to the city table.",0,contains the following common information for titles.,the language of the title.,"the address table contains address information for customers, staff, and stores.",a foreign key pointing to the city table.
title_akas-language,address-postal_code,contains the following common information for titles.;the language of the title.,"the address table contains address information for customers, staff, and stores.;the postal code or zip code of the address (where applicable).",0,contains the following common information for titles.,the language of the title.,"the address table contains address information for customers, staff, and stores.",the postal code or zip code of the address (where applicable).
title_akas-language,address-phone,contains the following common information for titles.;the language of the title.,"the address table contains address information for customers, staff, and stores.;the telephone number for the address.",0,contains the following common information for titles.,the language of the title.,"the address table contains address information for customers, staff, and stores.",the telephone number for the address.
title_akas-language,address-last_update,contains the following common information for titles.;the language of the title.,"the address table contains address information for customers, staff, and stores.;when the row was created or most recently updated.",0,contains the following common information for titles.,the language of the title.,"the address table contains address information for customers, staff, and stores.",when the row was created or most recently updated.
title_akas-language,address-location,contains the following common information for titles.;the language of the title.,"the address table contains address information for customers, staff, and stores.;a geometry column with a spatial index on it.",0,contains the following common information for titles.,the language of the title.,"the address table contains address information for customers, staff, and stores.",a geometry column with a spatial index on it.
title_akas-language,category-category_id,contains the following common information for titles.;the language of the title.,the category table lists the categories that can be assigned to a film.;a surrogate primary key used to uniquely identify each category in the table.,0,contains the following common information for titles.,the language of the title.,the category table lists the categories that can be assigned to a film.,a surrogate primary key used to uniquely identify each category in the table.
title_akas-language,category-name,contains the following common information for titles.;the language of the title.,the category table lists the categories that can be assigned to a film.;the name of the category.,0,contains the following common information for titles.,the language of the title.,the category table lists the categories that can be assigned to a film.,the name of the category.
title_akas-language,category-last_update,contains the following common information for titles.;the language of the title.,the category table lists the categories that can be assigned to a film.;when the row was created or most recently updated.,0,contains the following common information for titles.,the language of the title.,the category table lists the categories that can be assigned to a film.,when the row was created or most recently updated.
title_akas-language,city-city_id,contains the following common information for titles.;the language of the title.,the city table contains a list of cities.;a surrogate primary key used to uniquely identify each city in the table.,0,contains the following common information for titles.,the language of the title.,the city table contains a list of cities.,a surrogate primary key used to uniquely identify each city in the table.
title_akas-language,city-city,contains the following common information for titles.;the language of the title.,the city table contains a list of cities.;the name of the city.,0,contains the following common information for titles.,the language of the title.,the city table contains a list of cities.,the name of the city.
title_akas-language,city-country_id,contains the following common information for titles.;the language of the title.,the city table contains a list of cities.;a foreign key identifying the country that the city belongs to.,0,contains the following common information for titles.,the language of the title.,the city table contains a list of cities.,a foreign key identifying the country that the city belongs to.
title_akas-language,city-last_update,contains the following common information for titles.;the language of the title.,the city table contains a list of cities.;when the row was created or most recently updated.,0,contains the following common information for titles.,the language of the title.,the city table contains a list of cities.,when the row was created or most recently updated.
title_akas-language,county-country_id,contains the following common information for titles.;the language of the title.,the country table contains a list of countries.;a surrogate primary key used to uniquely identify each country in the table.,0,contains the following common information for titles.,the language of the title.,the country table contains a list of countries.,a surrogate primary key used to uniquely identify each country in the table.
title_akas-language,county-country_id,contains the following common information for titles.;the language of the title.,the country table contains a list of countries.;the name of the country.,0,contains the following common information for titles.,the language of the title.,the country table contains a list of countries.,the name of the country.
title_akas-language,county-last_update,contains the following common information for titles.;the language of the title.,the country table contains a list of countries.;when the row was created or most recently updated.,0,contains the following common information for titles.,the language of the title.,the country table contains a list of countries.,when the row was created or most recently updated.
title_akas-language,customer-customer_id,contains the following common information for titles.;the language of the title.,the customer table contains a list of all customers.;a surrogate primary key used to uniquely identify each customer in the table.,0,contains the following common information for titles.,the language of the title.,the customer table contains a list of all customers.,a surrogate primary key used to uniquely identify each customer in the table.
title_akas-language,customer-store_id,contains the following common information for titles.;the language of the title.,"the customer table contains a list of all customers.;a foreign key identifying the customer “home store.” customers are not limited to renting only from this store, but this is the store at which they generally shop.",0,contains the following common information for titles.,the language of the title.,the customer table contains a list of all customers.,"a foreign key identifying the customer “home store.” customers are not limited to renting only from this store, but this is the store at which they generally shop."
title_akas-language,customer-first_name,contains the following common information for titles.;the language of the title.,the customer table contains a list of all customers.;the customer first name.,0,contains the following common information for titles.,the language of the title.,the customer table contains a list of all customers.,the customer first name.
title_akas-language,customer-last_name,contains the following common information for titles.;the language of the title.,the customer table contains a list of all customers.;the customer last name.,0,contains the following common information for titles.,the language of the title.,the customer table contains a list of all customers.,the customer last name.
title_akas-language,customer-email,contains the following common information for titles.;the language of the title.,the customer table contains a list of all customers.;the customer email address.,0,contains the following common information for titles.,the language of the title.,the customer table contains a list of all customers.,the customer email address.
title_akas-language,customer-address_id,contains the following common information for titles.;the language of the title.,the customer table contains a list of all customers.;a foreign key identifying the customer address in the address table.,0,contains the following common information for titles.,the language of the title.,the customer table contains a list of all customers.,a foreign key identifying the customer address in the address table.
